Control Family,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
Access by Subset of Privileged Users,NIST SP 800-53 Rev. 5 AU-9 (4),Shared,Protect audit information,CMA_0401 - Protect audit information,"Manual, Disabled",1:00:00,0e696f5a-451f-5c15-5532-044136538491)
Non-repudiation,NIST SP 800-53 Rev. 5 AU-10,Shared,---,---,---,---,
Non-repudiation,NIST SP 800-53 Rev. 5 AU-10,Shared,Establish electronic signature and certificate requirements,CMA_0271 - Establish electronic signature and certificate requirements,"Manual, Disabled",1:00:00,6f3866e8-6e12-69cf-788c-809d426094a1)
Audit Record Retention,NIST SP 800-53 Rev. 5 AU-11,Shared,---,---,---,---,
Audit Record Retention,NIST SP 800-53 Rev. 5 AU-11,Shared,Adhere to retention periods defined,CMA_0004 - Adhere to retention periods defined,"Manual, Disabled",1:00:00,1ecb79d7-1a06-9a3b-3be8-f434d04d1ec1)
Audit Record Retention,NIST SP 800-53 Rev. 5 AU-11,Shared,Retain security policies and procedures,CMA_0454 - Retain security policies and procedures,"Manual, Disabled",1:00:00,efef28d0-3226-966a-a1e8-70e89c1b30bc)
Audit Record Retention,NIST SP 800-53 Rev. 5 AU-11,Shared,Retain terminated user data,CMA_0455 - Retain terminated user data,"Manual, Disabled",1:00:00,7c7032fe-9ce6-9092-5890-87a1a3755db1)
Audit Record Retention,NIST SP 800-53 Rev. 5 AU-11,Shared,SQL servers with auditing to storage account destination should be configured with 90 days retention or higher,"For incident investigation purposes, we recommend setting the data retention for your SQL Server' auditing to storage account destination to at least 90 days. Confirm that you are meeting the necessary retention rules for the regions in which you are operating. This is sometimes required for compliance with regulatory standards.","AuditIfNotExists, Disabled",3:00:00,89099bee-89e0-4b26-a5f4-165451757743)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,---,---,---,---,
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed,Microsoft Defender for Cloud extension for Azure Arc provides threat protection for your Arc enabled Kubernetes clusters. The extension collects data from all nodes in the cluster and sends it to the Azure Defender for Kubernetes backend in the cloud for further analysis. Learn more in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc.,"AuditIfNotExists, Disabled",6.0.0-preview,(https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc).
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines,This policy audits Linux Azure Arc machines if the Log Analytics extension is not installed.,"AuditIfNotExists, Disabled",1.0.1-preview,
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines,This policy audits Windows Azure Arc machines if the Log Analytics extension is not installed.,"AuditIfNotExists, Disabled",1.0.1-preview,
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,[Preview]: Network traffic data collection agent should be installed on Linux virtual machines,"Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","AuditIfNotExists, Disabled",1.0.2-preview,
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,[Preview]: Network traffic data collection agent should be installed on Windows virtual machines,"Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","AuditIfNotExists, Disabled",1.0.2-preview,
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,App Service apps should have resource logs enabled,Audit enabling of resource logs on the app. This enables you to recreate activity trails for investigation purposes if a security incident occurs or your network is compromised.,"AuditIfNotExists, Disabled",2:00:01,91a78b24-f231-4a8a-8da9-02c35b2b6510)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Auditing on SQL server should be enabled,Auditing on your SQL Server should be enabled to track database activities across all databases on the server and save them in an audit log.,"AuditIfNotExists, Disabled",2:00:00,a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Auto provisioning of the Log Analytics agent should be enabled on your subscription,"To monitor for security vulnerabilities and threats, Azure Security Center collects data from your Azure virtual machines. Data is collected by the Log Analytics agent, formerly known as the Microsoft Monitoring Agent (MMA), which reads various security-related configurations and event logs from the machine and copies the data to your Log Analytics workspace for analysis. We recommend enabling auto provisioning to automatically deploy the agent to all supported Azure VMs and any new ones that are created.","AuditIfNotExists, Disabled",1:00:01,475aae12-b88a-4572-8b36-9b712b2b3a17)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for App Service should be enabled,"Azure Defender for App Service leverages the scale of the cloud, and the visibility that Azure has as a cloud provider, to monitor for common web app attacks.","AuditIfNotExists, Disabled",1:00:03,2913021d-f2fd-4f3d-b958-22354e2bdbcb)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for Azure SQL Database servers should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for DNS should be enabled,Azure Defender for DNS provides an additional layer of protection for your cloud resources by continuously monitoring all DNS queries from your Azure resources. Azure Defender alerts you about suspicious activity at the DNS layer. Learn more about the capabilities of Azure Defender for DNS at https://aka.ms/defender-for-dns . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,bdc59948-5574-49b3-bb91-76b7c986428d)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for Key Vault should be enabled,Azure Defender for Key Vault provides an additional layer of protection and security intelligence by detecting unusual and potentially harmful attempts to access or exploit key vault accounts.,"AuditIfNotExists, Disabled",1:00:03,0e6763cc-5078-4e64-889d-ff4d9a839047)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for Resource Manager should be enabled,Azure Defender for Resource Manager automatically monitors the resource management operations in your organization. Azure Defender detects threats and alerts you about suspicious activity. Learn more about the capabilities of Azure Defender for Resource Manager at https://aka.ms/defender-for-resource-manager . Enabling this Azure Defender plan results in charges. Learn about the pricing details per region on Security Center's pricing page: https://aka.ms/pricing-security-center .,"AuditIfNotExists, Disabled",1:00:00,c3d20c29-b36d-48fe-808b-99a87530ad99)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for servers should be enabled,Azure Defender for servers provides real-time threat protection for server workloads and generates hardening recommendations as well as alerts about suspicious activities.,"AuditIfNotExists, Disabled",1:00:03,4da35fc9-c9e7-4960-aec9-797fe7d9051d)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for SQL servers on machines should be enabled,"Azure Defender for SQL provides functionality for surfacing and mitigating potential database vulnerabilities, detecting anomalous activities that could indicate threats to SQL databases, and discovering and classifying sensitive data.","AuditIfNotExists, Disabled",1:00:02,6581d072-105e-4418-827f-bd446d56421b)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Audit SQL servers without Advanced Data Security,"AuditIfNotExists, Disabled",2:00:01,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Audit each SQL Managed Instance without advanced data security.,"AuditIfNotExists, Disabled",1:00:02,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Azure Defender for Storage should be enabled,Azure Defender for Storage provides detections of unusual and potentially harmful attempts to access or exploit storage accounts.,"AuditIfNotExists, Disabled",1:00:03,308fbb08-4ab8-4e67-9b29-592e93fb94fa)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Guest Configuration extension should be installed on your machines,"To ensure secure configurations of in-guest settings of your machine, install the Guest Configuration extension. In-guest settings that the extension monitors include the configuration of the operating system, application configuration or presence, and environment settings. Once installed, in-guest policies will be available such as 'Windows Exploit guard should be enabled'. Learn more at https://aka.ms/gcpol.","AuditIfNotExists, Disabled",1:00:02,ae89ebca-1c92-4898-ac2c-9f63decb045c)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring,This policy audits any Windows/Linux virtual machines (VMs) if the Log Analytics agent is not installed which Security Center uses to monitor for security vulnerabilities and threats,"AuditIfNotExists, Disabled",1:00:00,a4fe33eb-e377-4efb-ab31-0784311bc499)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring,Security Center collects data from your Azure virtual machines (VMs) to monitor for security vulnerabilities and threats.,"AuditIfNotExists, Disabled",1:00:00,a3a6ea0c-e018-4933-9ef0-5aaa1501449b)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Microsoft Defender for Containers should be enabled,"Microsoft Defender for Containers provides hardening, vulnerability assessment and run-time protections for your Azure, hybrid, and multi-cloud Kubernetes environments.","AuditIfNotExists, Disabled",1:00:00,1c988dd6-ade4-430f-a608-2a3e5b0a6d38)
Audit Record Generation,NIST SP 800-53 Rev. 5 AU-12,Shared,Network Watcher should be enabled,"Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. It is required to have a network watcher resource group to be created in every region where a virtual network is present. An alert is enabled if a network watcher resource group is not available in a particular region.","AuditIfNotExists, Disabled",3:00:00,b6e2945c-0b7b-40f5-9233-7a5323b5cdc6)
