Control Family,Control Title,ID,Ownership,Name,Description,Effect(s),Version,Azure Policy Guid
2 Security Center,Ensure that Windows Defender ATP (WDATP) integration with Security Center is selected,CIS Microsoft Azure Foundations Benchmark recommendation 2.9,Shared,Update antivirus definitions,CMA_0517 - Update antivirus definitions,"Manual, Disabled",1:00:00,ea9d7c95-2f10-8a4d-61d8-7469bd2e8d65)
3 Storage Accounts,Ensure that 'Secure transfer required' is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 3.1,Shared,---,---,---,---,
3 Storage Accounts,Ensure that 'Secure transfer required' is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 3.1,Shared,Configure workstations to check for digital certificates,CMA_0073 - Configure workstations to check for digital certificates,"Manual, Disabled",1:00:00,26daf649-22d1-97e9-2a8a-01b182194d59)
3 Storage Accounts,Ensure that 'Secure transfer required' is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 3.1,Shared,Protect data in transit using encryption,CMA_0403 - Protect data in transit using encryption,"Manual, Disabled",1:00:00,b11697e8-9515-16f1-7a35-477d5c8a1344)
3 Storage Accounts,Ensure that 'Secure transfer required' is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 3.1,Shared,Protect passwords with encryption,CMA_0408 - Protect passwords with encryption,"Manual, Disabled",1:00:00,b2d3e5a2-97ab-5497-565a-71172a729d93)
3 Storage Accounts,Ensure that 'Secure transfer required' is set to 'Enabled',CIS Microsoft Azure Foundations Benchmark recommendation 3.1,Shared,Secure transfer to storage accounts should be enabled,"Audit requirement of Secure transfer in your storage account. Secure transfer is an option that forces your storage account to accept requests only from secure connections (HTTPS). Use of HTTPS ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking","Audit, Deny, Disabled",2:00:00,404c3081-a854-4457-ae30-26a93ef643f9)
3 Storage Accounts,"Ensure Storage logging is enabled for Blob service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.10,Shared,---,---,---,---,
3 Storage Accounts,"Ensure Storage logging is enabled for Blob service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.10,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
3 Storage Accounts,"Ensure Storage logging is enabled for Blob service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.10,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
3 Storage Accounts,"Ensure Storage logging is enabled for Blob service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.10,Shared,Configure Azure Aufit capabilities,CMA_C1108 - Configure Azure Aufit capabilities,"Manual, Disabled",1:00:00,a3e98638-51d4-4e28-910a-60e98c1a756f)
3 Storage Accounts,"Ensure Storage logging is enabled for Blob service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.10,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
3 Storage Accounts,"Ensure Storage logging is enabled for Blob service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.10,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
3 Storage Accounts,"Ensure Storage logging is enabled for Table service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.11,Shared,---,---,---,---,
3 Storage Accounts,"Ensure Storage logging is enabled for Table service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.11,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
3 Storage Accounts,"Ensure Storage logging is enabled for Table service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.11,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
3 Storage Accounts,"Ensure Storage logging is enabled for Table service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.11,Shared,Configure Azure Aufit capabilities,CMA_C1108 - Configure Azure Aufit capabilities,"Manual, Disabled",1:00:00,a3e98638-51d4-4e28-910a-60e98c1a756f)
3 Storage Accounts,"Ensure Storage logging is enabled for Table service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.11,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
3 Storage Accounts,"Ensure Storage logging is enabled for Table service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.11,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,---,---,---,---,
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Define a physical key management process,CMA_0115 - Define a physical key management process,"Manual, Disabled",1:00:00,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Define cryptographic use,CMA_0120 - Define cryptographic use,"Manual, Disabled",1:00:00,c4ccd607-702b-8ae6-8eeb-fc3339cd4b42)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Define organizational requirements for cryptographic key management,CMA_0123 - Define organizational requirements for cryptographic key management,"Manual, Disabled",1:00:00,d661e9eb-4e15-5ba1-6f02-cdc467db0d6c)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Determine assertion requirements,CMA_0136 - Determine assertion requirements,"Manual, Disabled",1:00:00,7a0ecd94-3699-5273-76a5-edb8499f655a)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Issue public key certificates,CMA_0347 - Issue public key certificates,"Manual, Disabled",1:00:00,97d91b33-7050-237b-3e23-a77d57d84e13)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Manage symmetric cryptographic keys,CMA_0367 - Manage symmetric cryptographic keys,"Manual, Disabled",1:00:00,9c276cf3-596f-581a-7fbd-f5e46edaa0f4)
3 Storage Accounts,Ensure that storage account access keys are periodically regenerated,CIS Microsoft Azure Foundations Benchmark recommendation 3.2,Shared,Restrict access to private keys,CMA_0445 - Restrict access to private keys,"Manual, Disabled",1:00:00,8d140e8b-76c7-77de-1d46-ed1b2e112444)
3 Storage Accounts,"Ensure Storage logging is enabled for Queue service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.3,Shared,---,---,---,---,
3 Storage Accounts,"Ensure Storage logging is enabled for Queue service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.3,Shared,Audit privileged functions,CMA_0019 - Audit privileged functions,"Manual, Disabled",1:00:00,f26af0b1-65b6-689a-a03f-352ad2d00f98)
3 Storage Accounts,"Ensure Storage logging is enabled for Queue service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.3,Shared,Audit user account status,CMA_0020 - Audit user account status,"Manual, Disabled",1:00:00,49c23d9b-02b0-0e42-4f94-e8cef1b8381b)
3 Storage Accounts,"Ensure Storage logging is enabled for Queue service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.3,Shared,Configure Azure Aufit capabilities,CMA_C1108 - Configure Azure Aufit capabilities,"Manual, Disabled",1:00:00,a3e98638-51d4-4e28-910a-60e98c1a756f)
3 Storage Accounts,"Ensure Storage logging is enabled for Queue service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.3,Shared,Determine auditable events,CMA_0137 - Determine auditable events,"Manual, Disabled",1:00:00,2f67e567-03db-9d1f-67dc-b6ffb91312f4)
3 Storage Accounts,"Ensure Storage logging is enabled for Queue service for read, write, and delete requests",CIS Microsoft Azure Foundations Benchmark recommendation 3.3,Shared,Review audit data,CMA_0466 - Review audit data,"Manual, Disabled",1:00:00,6625638f-3ba1-7404-5983-0ea33d719d34)
3 Storage Accounts,Ensure that shared access signature tokens expire within an hour,CIS Microsoft Azure Foundations Benchmark recommendation 3.4,Shared,---,---,---,---,
3 Storage Accounts,Ensure that shared access signature tokens expire within an hour,CIS Microsoft Azure Foundations Benchmark recommendation 3.4,Shared,Disable authenticators upon termination,CMA_0169 - Disable authenticators upon termination,"Manual, Disabled",1:00:00,d9d48ffb-0d8c-0bd5-5f31-5a5826d19f10)
3 Storage Accounts,Ensure that shared access signature tokens expire within an hour,CIS Microsoft Azure Foundations Benchmark recommendation 3.4,Shared,Revoke privileged roles as appropriate,CMA_0483 - Revoke privileged roles as appropriate,"Manual, Disabled",1:00:00,32f22cfa-770b-057c-965b-450898425519)
3 Storage Accounts,Ensure that shared access signature tokens expire within an hour,CIS Microsoft Azure Foundations Benchmark recommendation 3.4,Shared,Terminate user session automatically,CMA_C1054 - Terminate user session automatically,"Manual, Disabled",1:00:00,4502e506-5f35-0df4-684f-b326e3cc7093)
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,---,---,---,---,
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,[Preview]: Storage account public access should be disallowed,"Anonymous public read access to containers and blobs in Azure Storage is a convenient way to share data but might present security risks. To prevent data breaches caused by undesired anonymous access, Microsoft recommends preventing public access to a storage account unless your scenario requires it.","audit, Audit, deny, Deny, disabled, Disabled",3.1.0-preview,
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,Authorize access to security functions and information,CMA_0022 - Authorize access to security functions and information,"Manual, Disabled",1:00:00,aeed863a-0f56-429f-945d-8bb66bd06841)
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,Authorize and manage access,CMA_0023 - Authorize and manage access,"Manual, Disabled",1:00:00,50e9324a-7410-0539-0662-2c1e775538b7)
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,Enforce logical access,CMA_0245 - Enforce logical access,"Manual, Disabled",1:00:00,10c4210b-3ec9-9603-050d-77e4d26c7ebb)
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,Enforce mandatory and discretionary access control policies,CMA_0246 - Enforce mandatory and discretionary access control policies,"Manual, Disabled",1:00:00,b1666a13-8f67-9c47-155e-69e027ff6823)
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,Require approval for account creation,CMA_0431 - Require approval for account creation,"Manual, Disabled",1:00:00,de770ba6-50dd-a316-2932-e0d972eaa734)
3 Storage Accounts,Ensure that 'Public access level' is set to Private for blob containers,CIS Microsoft Azure Foundations Benchmark recommendation 3.5,Shared,Review user groups and applications with access to sensitive data,CMA_0481 - Review user groups and applications with access to sensitive data,"Manual, Disabled",1:00:00,eb1c944e-0e94-647b-9b7e-fdb8d2af0838)
3 Storage Accounts,Ensure default network access rule for Storage Accounts is set to deny,CIS Microsoft Azure Foundations Benchmark recommendation 3.6,Shared,---,---,---,---,
3 Storage Accounts,Ensure default network access rule for Storage Accounts is set to deny,CIS Microsoft Azure Foundations Benchmark recommendation 3.6,Shared,Storage accounts should restrict network access,"Network access to storage accounts should be restricted. Configure network rules so only applications from allowed networks can access the storage account. To allow connections from specific internet or on-premises clients, access can be granted to traffic from specific Azure virtual networks or to public internet IP address ranges","Audit, Deny, Disabled",1:01:01,34c877ad-507e-4c82-993e-3452a6e0ad3c)
3 Storage Accounts,Ensure default network access rule for Storage Accounts is set to deny,CIS Microsoft Azure Foundations Benchmark recommendation 3.6,Shared,Storage accounts should restrict network access using virtual network rules,Protect your storage accounts from potential threats using virtual network rules as a preferred method instead of IP-based filtering. Disabling IP-based filtering prevents public IPs from accessing your storage accounts.,"Audit, Deny, Disabled",1:00:01,2a1a9cdf-e04d-429a-8416-3bfb72a1b26f)
